title,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,description,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
보문관광단지,관광단지,경상북도 경주시 보문로 446,경상북도 경주시 신평동 375-7,35.843673,129.2869659,8515243,도로+동사무소+파출소+소방서+우체국+물레방아광장 등,특급호텔(5개소)+소형호텔(3개소)+콘도미니엄(5개소)+여관(8개소) 등,"회원제 골프장(36홀, 1개소)+퍼브릭골프장(18홀, 1개소)+유희 시설(경주월드) 등",컨벤션 센터+연수 및 수련시설+청소년수련시설+신라밀레니엄+종합스포츠시설+소공원 등,휴게식당+한식요식점+상가 등,,1975.4.4,20000,540,"사계절 관광객이 이용할 수 있는 온천형 관광지, 우아하고 정취있는 전통적 이미지가 창출될 수 있는 내륙형 관광 휴양지",054-779-6082,경상북도 경주시청,2022.7.15,5050000,경상북도 경주시
오색관광지,관광지,,강원도 양양군 서면 가라피리 165,38.07706115,128.5128997,461000,관리사무소+주차장+하수도시설+도로+취사장+공중화장실,가족호텔+콘도미니엄+모텔+산장+방가로+팬션,수영장+클럽하우스+골프연습장,야영장+조경휴게소,,,1994.10.26,3000,1000,설악산과오색령에 아름다운 자연경관을 볼수 있음,033-670-2724,강원도 양양군청,2022.7.14,4350000,강원도 양양군
지경관광지,관광지,,강원도 양양군 현남면 지리 5-1,37.92741327,128.7948611,157699,주차장,호텔+생활형숙박시설,농촌체험장,수동골센타+캠핑장및 카라반,,,2016.9.23,3000,1500,동해안 해안절경 감상,033-670-2724,강원도 양양군청,2022.7.14,4350000,강원도 양양군
설해원(양양국제공항),관광단지,,강원도 양양군 손양면 동호리 510-28,38.05555608,128.6641979,2730584,주차장+경비실+직원숙소,관광호텔+휴양콘도미니엄+생활형숙박시설,골프장+체육관,박물관+힐링가든+미술관,,,2019.12.23,5000,2500,장기체류형 종합 스포츠레저단지,033-670-2724,강원도 양양군청,2022.7.14,4350000,강원도 양양군
만리포 관광지,관광지,충청남도 태안군 소원면 만리포2길 190-3,,36.79000781,126.1465709,321561.8,106173.5,68560.4,31730.8,39758.4,,,2010.5.6,30000,1760,관광진흥과,041-670-2770,충청남도 태안군,2022.7.13,4620000,충청남도 태안군
레인보우힐링관광지,관광지,,충청북도 영동군 영동읍 매천리 산 35-1,36.15635341,127.7865137,1790835,영동와인터널+와인연구소+과일나라테마공원+웰니스단지+문화예술회관+광장+콘도+연수원+상가시설 등,산림휴양림+휴양콘도미니엄,골프연습장,영동와인터널+와인연구소+과일나라테마공원+웰니스단지+문화예술회관+광장 등,산림휴양림+휴양콘도미니엄,주차장+광장,2009.5.22,45000,450,영동의 아름다움을 볼 수 있는 7가지 테마가 있는 관광지,043-740-3523,충청북도 영동군청,2022.7.13,4440000,충청북도 영동군
송호관광지,관광지,충청북도 영동군 양산면 송호로 105,충청북도 영동군 양산면 송호리 249-8,36.12969079,127.676367,284000,관리사무소+주차장+화장실+음수대,야영장,축구장+다목적구장,와인체험관+와인테마공원,,,1977.10.31,1000,310,아름다운 금강변 옆 1400여 그루의 송림에서 캠핑을 즐기며+ 신선놀음을 하기 제격인 곳,043-740-3228,충청북도 영동군청,2022.7.13,4440000,충청북도 영동군
순천만국가정원,관광지,전라남도 순천시 국가정원1호길 47,전라남도 순천시 오천동 600,34.92888588,127.4999591,926992,ATM+ 의료센터+ 체험학습센터+ 공중전화+ 물품대여소+ 물품보관소+ 분실물보관소+ 종합안내소+ 매표소+ 수유실+ 어린이보호소+ 노약자/장애인 보호소+ 대형버스기사쉼터,해당없음,관람차+스카이큐브+야생동물원+세계의상체험장+수상자전거체험+이미지유화체험,갯벌공연장+갯지렁이갤러리+갯지렁이도서관+한방체험센터,매점+식당+카페+기념품점,소회의실+컨퍼런스홀+입체영상관+,2015.9.5,130000,3530,대한민국 생태도시 순천은 세계 5대 연안습지인 순천만습지의항구적인 보전을 위해 정원을 조성하고 2013순천만국제정원박람회를 개최하였다. 그 이후 제1호 국가정원으로 지정됨으로써 순천만국가정원은 대한민국 정원문화산업의 메카로 자리매김하게 되었다.,061-749-2749,전라남도 순천시청 국가정원운영과,2022.7.12,4820000,전라남도 순천시
순천만습지,관광지,전라남도 순천시 순천만길 513-25(대대동),전라남도 순천시 대대동 162-2,34.88579701,127.5092833,3015859,순천만쉼터+ 공예·특산품관+ 안내소+유모차대여+양산대여,,용산전망대+순천만갈대밭,순천문학관+체험선+순천만역사관+자연생태관,,,2008.6.16,1000,600,"75㎢가 넘는 해수역, 22.6㎢의 갯벌면적, 5.4㎢에 달하는 거대한 갈대군락과 겨울이면 흑두루미, 재두루미, 노랑부리저어새, 큰고니, 검은머리물떼새 등 순천만에서 발견되는 철새는 총 230여종으로 우리나라 전체 조류의 절반가량이나 되며 2003년 습지 보호지역, 2006년 람사르협약 등록, 2008년 국가지정문화재 명승 제41호로 지정된 순천만은 농게, 칠게, 짱뚱어 등과 같은 갯벌 생물들이 한데 어우러져 살아가고 있음.",061-749-6052,전라남도 순천시청 순천만보전과,2022.7.12,4820000,전라남도 순천시
낙안읍성,관광지,전라남도 순천시 낙안면 충민길 30(동내리),전라남도 순천시 낙안면 동내리 438-1,34.90640107,127.3418227,223108,주차장+ 화장실+ 음수대+ 매표소+ 관광안내소+ 전시가옥+ 체험장+ 자료관+ 교통통제소,개인 민박(36개소),,,식당(난전1~4호점)+ 매점,,1983.6.14,30000,565,"조선시대 상징적 계획도시인 읍성으로 주민이 실재 거주하는 대한민국 대표 민속마을-사적 제302호(1983.6.14.), 세계문화유산 잠정목록에 등재(2011.3.29.)",061-749-8840,전라남도 순천시청 낙안읍성지원사업소,2022.7.12,4820000,전라남도 순천시
드라마촬영장,관광지,전라남도 순천시 비례골길 24(조례동),전라남도 순천시 조례동 22,34.95810919,127.5378026,40463,화장실+수유실,해당없음,추억음악실+청춘사진관+뽑기방+오락실,순양극장+언약의집,매점+장터,해당없음,2006.11.2,10000,170,2006년 개장한 순천드라마촬영장은 1960~80년대 시대별 3개 마을(185여채)이 조성되어 있으며 7080 복고 체험 프로그램을 구성하여 관광객이 지속적으로 증가하고 있는 추세임,061-749-4540,전라남도 순천시청 관광과,2022.7.12,4820000,전라남도 순천시
뿌리깊은나무박물관,관광지,전라남도 순천시 낙안면 평촌3길 45,전라남도 순천시 낙안면 남내리 219,34.9036464,127.3399827,1736,박물관 쉼터+ 물품보관소+ 매표소+ 안내데스크,해당없음,해당없음,해당없음,해당없음,해당없음,2011.11.21,300,40,"2011년에 개관한 뿌리깊은나무박물관은 잡지뿌리깊은나무 창간자 故한창기 선생이 생전에 모은 6,500여점의 유물이 전시·보존 되어 있는곳입니다.",061-749-8858,전라남도 순천시청 문화유산과,2022.7.12,4820000,전라남도 순천시
송광사,관광지,전라남도 순천시 송광면 송광사안길 100,전라남도 순천시 송광면 신평리 12,35.00236255,127.2748706,44297,쉼터,,,,,,2009.12.21,200,300,유구한 역사를 품은 힐링 사찰,061-755-0107,전라남도 순천시청 송광면,2022.7.12,4820000,전라남도 순천시
선암사,관광지,전라남도 순천시 승주읍 선암사길 450,전라남도 순천시 승주읍 죽학리 802,34.99618213,127.327356,10000,화장실+ 매표소+ 주차장+ 종무소(안내소)+ 기념품판매소(선각당+ 금강서적),심검당+ 창파당+ 설선당+ 해천당,해당없음,불교대학+ 템플스테이,공양간+ 선각당(찻집),없음,1760-01-01,2000,330,선암사는 호남의 명산 조계산(884M)에 자리잡은 한국적인 절의 옛 모습을  가장 잘 보존한 천년의 고찰로 2018년 유네스코 세계문화유산에 등재된 국내의 명찰 가운데 하나,061-754-5247,전라남도 순천시청 승주읍,2022.7.12,4820000,전라남도 순천시
에코촌유스호스텔,관광지,전라남도 순천시 해룡면 생태배움길 123,전라남도 순천시 해룡면 대안리 1055-9,34.92310938,127.5164423,1866,화장실,숙박시설 20개,씨름장,,,에코관+ 생태관+ 식당+ 자가취사장,2013.4.17,150,45,"세계5대 연안습지 순천만, 2013년 440만이 감동한 순천마 정원의 인근에 자리잡은 전국 최초 전통 한옥형 유스호스텔.",061-749-4816,전라남도 순천시청 관광과,2022.7.12,4820000,전라남도 순천시
순천자연휴양림,관광지,전라남도 순천시 서면 청소년수련원길 170,전라남도 순천시 서면 운평리 산160,35.04388083,127.4744949,900000,화장실+ 취사장+ 샤워장,객실 29실+ 캐빈하우스 6동+ 야영장 19면,,숲속치유의집+ 유아숲체험원,,관리사무소,2011.4.9,257,80,2011년 개장한 순천자연휴양림은 피톤치드가 풍부한 침엽수림으로 산책로가 길지않고 대부분이 평지여서 남녀노소 누구나 힐링할수 있는곳임,061-749-8948,전라남도 순천시청 산림과,2022.7.12,4820000,전라남도 순천시
기독교역사박물관,관광지,전라남도 순천시 매산길 61(매곡동),전라남도 순천시 매곡동 179-10,34.96043473,127.4801207,1447,작은 도서관+ 안내데스크,해당없음,해당없음,해당없음,해당없음,해당없음,2012.11.20,100,4,호남기독교 100년의 역사를 품은 순천시 기독교역사박물관은 한국 기독교 선교의 역사를 다양한 유물과 영상을 통해 알기 쉽게 전달하는 공립박물관입니다.,061-749-8858,전라남도 순천시청 문화유산과,2022.7.12,4820000,전라남도 순천시
승주골프장,관광지,전라남도 순천시 별량면 오실길 333,전라남도 순천시 별량면 덕정리 산90-1,34.89477542,127.4482083,630000,주차장,,,,,,2017.5.1,500,400,"63만평의 순천만과 다도해가 내려다 보이는 광활한 대지 위에 자연 그대로 어우러져 동, 남, 중 3개 코스로 펼쳐진 전장 9,682m의 27홀 회원제 골프장입니다.",061-740-8181,전라남도 순천시청 승주읍,2022.7.12,4820000,전라남도 순천시
파인힐스골프장,관광지,전라남도 순천시 주암면 송광사길 99,전라남도 순천시 주암면 문길리 산20-2,35.03454985,127.2723022,1023000,클럽하우스+ 락카룸+ 사우나,골프텔(36객실),27홀,,레스토랑+ 그늘집+ 프로샵,,2004.11.24,480,300,산림의 짙은 솔 내음의 대자연의 청취속에서 어우러진 다이나믹하고 드라마틱한 27홀코스,061-750-9000,전라남도 순천시청 주암면,2022.7.12,4820000,전라남도 순천시
레이크힐스골프장,관광지,전라남도 순천시 주암면 행정1길 77,전라남도 순천시 주암면 행정리 1,35.0453779,127.3092617,1120000,클럽하우스+ 락카룸+ 사우나,골프텔,36홀,,레스토랑+ 프로샵,,2008.3.13,656,400,남도의 따뜻한 기후 아래 사계절 내내 푸른 양잔디에서 라운딩이 가능한 꿈의 필드,061-729-8888,전라남도 순천시청 주암면,2022.7.12,4820000,전라남도 순천시
다리안관광지,관광지,충청북도 단양군 단양읍 소백산등산길 12,충청북도 단양군 단양읍 천동리 409,36.9647819,128.4207808,153835,화장실+주차장,돔하우스+통나무집+캠핑장,원두막+야영장+돔하우스+캠핑장,,,,1984.11.28,2000,155,다리안관광지,043-423-1243,단양관광공사,2022.6.15,4480000,충청북도 단양군
순천컨트리클럽,관광지,전라남도 순천시 별량면 동화사길 85,전라남도 순천시 별량면 죽산리 447,34.86653556,127.4059214,1620000,골프장,,,,매점+식당,,2007.3.12,160,150,"골프를 즐기면서 순천만과 여수, 고흥 앞바다를 한눈에 내려다볼 수 있는 자연 경관이 아름다운 남도 최고의 힐링골프장이다.",061-720-0000,전라남도 순천시청 별량면,2022.7.12,4820000,전라남도 순천시
부영컨트리클럽,관광지,전라남도 순천시 해룡면 신대로 188,전라남도 순천시 해룡면 신대리 1043,34.94005246,127.5555065,842238,ATM,호텔,골프연습장,,호텔 76객실,,2012.10.3,160,150,자연 친화형 설계로 도심과 가까운 곳에 위치하여 언제든지 부담없이 즐길수 있는 18홀 코스 컨트리클럽,061-816-5500,전라남도 순천시청 해룡면,2022.7.12,4820000,전라남도 순천시
그림책도서관,관광지,전라남도 순천시 도서관길 33(동외동),전라남도 순천시 동외동 176,34.9579091,127.4860252,2205,화장실+ 수유실,,,인형극장,카페테리아,,2017.1.1,200,20,그림책원화전시 및 인형극등 체험,061-749-8892,전라남도 순천시청 도서관운영과,2022.7.12,4820000,전라남도 순천시
순천시청소년수련원,관광지,전라남도 순천시 서면 청소년수련원길 167,전라남도 순천시 서면 운평리 774-1,35.04652524,127.4733227,559000,화장실,,,,,,1993.10.22,7500,100,물과 숲 그리고 자연과 사람이 어우러지는 청소년 수련원,061-755-6296,전라남도 순천시청 평생학습과,2022.7.12,4820000,전라남도 순천시
순천용오름마을,관광지,전라남도 순천시 주암면 운룡2길 17,전라남도 순천시 주암면 운룡리 798-1,35.0921171,127.2020571,98300,화장실+ 테마체험관+,숙박시설 5개,,용오름계곡,매점+ 용오름장터,,2011.3.1,100,50,"한봉채취, 천연 밀랍초 만들기, 한봉 분양받기, 꿀벌 관찰 등 다양하고 흥미로운 체험을 할 수 있는 농촌전통테마마을",061-754-2416,전라남도 순천시청 주암면,2022.7.12,4820000,전라남도 순천시
순천향매실마을,관광지,전라남도 순천시 월등면 계월길 138,전라남도 순천시 월등면 계월리 493,35.0622232,127.4045173,925619,체험관 1+ 숙박동 1+ 휴게시설 1+ 화장실 1,숙박시설 1동,해당없음,해당없음,휴게시설,해당없음,2008.2.28,140,42,"50여년전 마을에 매화를 심은것을 시작으로 그 규모가 마을 단위로는 전국 최대 규모이며, 매년 4월이면 마을에는 매화꽃이 피기 시작하여 매화향기와 눈가루를 뿌려놓은듯한 풍경이 아름다운 마을입니다. 군장마을로 넘어가는 고개길에는 장군이 용마를 타고 하늘로 도약하면서 남겼다는 용발태족(용발자국)이 선명하게 남아있으며, 중촌마을에는 당산나무인 수령 500년생 느티나무 두 그루가 마을 입구에 서있어 마을의 오랜역사를 말해준다. 이문마을에는 이택종 선생이 일본에서 가져와 최초로 심은 매화나무로, 향매실마을에서 가장 오래된 매화나무가 자라고 있다.",061-754-2337,전라남도 순천시청 월등면,2022.7.12,4820000,전라남도 순천시
